"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Тест создания курса с слишком длинным названием.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","263","Create course with too long title","LMS service","Sun Aug 10 22:39:38 GMT 2025","passed","Sun Aug 10 22:39:38 GMT 2025","Validate entity","Courses","",""
"
        Тест проверяет, что при отправке запроса с пустым полем в request,
        в ответе сервера возвращается ошибка валидации.

        Args:
            field_name (str): Имя поля, которое будет пустым в запросе.
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","262","Upload file with missing request field: directory","LMS service","Sun Aug 10 22:39:56 GMT 2025","passed","Sun Aug 10 22:39:57 GMT 2025","Validate entity","Files","",""
"Тест удаления пользователя.","541","Delete user","LMS service","Sun Aug 10 22:40:02 GMT 2025","passed","Sun Aug 10 22:40:03 GMT 2025","Delete entity","Users","",""
"Тест для проверки получения списка упражнений.","25","Get exercises","LMS service","Sun Aug 10 22:39:46 GMT 2025","passed","Sun Aug 10 22:39:46 GMT 2025","Get entities","Exercises","",""
"Тест обновления упражнения с некорректными значениями min_score и max_score.","14","Update exercise with incorrect score","LMS service","Sun Aug 10 22:39:51 GMT 2025","passed","Sun Aug 10 22:39:51 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","14","Attempt create exercise with empty estimated_time field","LMS service","Sun Aug 10 22:39:51 GMT 2025","passed","Sun Aug 10 22:39:51 GMT 2025","Validate entity","Exercises","",""
"
        Тест получения информации о несуществующем пользователе.
        ","11","Get a non-existent user","LMS service","Sun Aug 10 22:39:59 GMT 2025","passed","Sun Aug 10 22:39:59 GMT 2025","Validate entity","Users","",""
"Тест создания пользователя со значением, превышающим максимальную длину поля.","252","Attempt create user with to long value in email field","LMS service","Sun Aug 10 22:40:04 GMT 2025","passed","Sun Aug 10 22:40:04 GMT 2025","Validate entity","Users","",""
"Тест обновления упражнения с слишком длинным строковым полем.","14","Attempt update exercise with to long value in estimated_time field","LMS service","Sun Aug 10 22:39:47 GMT 2025","passed","Sun Aug 10 22:39:47 GMT 2025","Validate entity","Exercises","",""
"Тест обновления упражнения с некорректными значениями min_score и max_score.","9","Update exercise with incorrect score","LMS service","Sun Aug 10 22:39:52 GMT 2025","skipped","Sun Aug 10 22:39:52 GMT 2025","Validate entity","Exercises","",""
"Тест обновления пользователя со значением, превышающим максимальную длину поля.","266","Attempt update user with to long value in last_name field","LMS service","Sun Aug 10 22:40:06 GMT 2025","passed","Sun Aug 10 22:40:07 GMT 2025","Validate entity","Users","",""
"Тест обновления упражнения с пустым обязательным полем.","15","Attempt update exercise with empty estimated_time field","LMS service","Sun Aug 10 22:39:44 GMT 2025","passed","Sun Aug 10 22:39:44 GMT 2025","Validate entity","Exercises","",""
"Тест создания пользователя со значением, превышающим максимальную длину поля.","13","Attempt create user with to long value in middle_name field","LMS service","Sun Aug 10 22:40:04 GMT 2025","passed","Sun Aug 10 22:40:04 GMT 2025","Validate entity","Users","",""
"Тест создания пользователя с пустым обязательным полем.","277","Attempt create user with empty first_name field","LMS service","Sun Aug 10 22:40:00 GMT 2025","passed","Sun Aug 10 22:40:00 GMT 2025","Validate entity","Users","",""
"Тест создания пользователя со значением, превышающим максимальную длину поля.","282","Attempt create user with to long value in last_name field","LMS service","Sun Aug 10 22:40:04 GMT 2025","passed","Sun Aug 10 22:40:04 GMT 2025","Validate entity","Users","",""
"Тест обновления упражнения с пустым обязательным полем.","16","Attempt update exercise with empty description field","LMS service","Sun Aug 10 22:39:43 GMT 2025","passed","Sun Aug 10 22:39:43 GMT 2025","Validate entity","Exercises","",""
"Тест создания упражнения с некоррктным course_id.","265","Create exercise with invalid course_id","LMS service","Sun Aug 10 22:39:47 GMT 2025","passed","Sun Aug 10 22:39:47 GMT 2025","Validate entity","Exercises","",""
"
        Тест проверяет, что при отправке запроса с пустым полем в request,
        в ответе сервера возвращается ошибка валидации.

        Args:
            field_name (str): Имя поля, которое будет пустым в запросе.
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","265","Upload file with missing request field: filename","LMS service","Sun Aug 10 22:39:55 GMT 2025","passed","Sun Aug 10 22:39:55 GMT 2025","Validate entity","Files","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","15","Attempt create exercise with empty description field","LMS service","Sun Aug 10 22:39:49 GMT 2025","passed","Sun Aug 10 22:39:49 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса с некорректным идентификатором.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет содержать
            некорректное значение в запросе.
        ","252","Attempt to create course with invalid created_by_user_id field","LMS service","Sun Aug 10 22:39:37 GMT 2025","passed","Sun Aug 10 22:39:37 GMT 2025","Validate entity","Courses","",""
"
        Тест создания курса.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_user (UserFixture): Фикстура с данными пользователя.
            function_file (FileFixture): Фикстура с данными файла.
        ","296","Create course","LMS service","Sun Aug 10 22:39:36 GMT 2025","passed","Sun Aug 10 22:39:36 GMT 2025","Create entity","Courses","",""
"
        Тест проверяет, что при удалении файла,
        он удаляется из хранилища и не может быть получен по его идентификатору.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.
            function_file (FileFixture): Объект с данными загруженного файла.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","23","Delete file","LMS service","Sun Aug 10 22:39:58 GMT 2025","passed","Sun Aug 10 22:39:58 GMT 2025","Delete entity","Files","",""
"Тест создания упражнения с слишком длинным строковым полем.","15","Attempt create exercise with to long value in title field","LMS service","Sun Aug 10 22:39:52 GMT 2025","passed","Sun Aug 10 22:39:52 GMT 2025","Validate entity","Exercises","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","290","Create user","LMS service","Sun Aug 10 22:39:55 GMT 2025","passed","Sun Aug 10 22:39:56 GMT 2025","Create entity","Users","",""
"
        Тест проверяет, что при загрузке файла на сервер,
        в ответе сервера возвращается информация о файле.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","272","Upload file","LMS service","Sun Aug 10 22:39:53 GMT 2025","passed","Sun Aug 10 22:39:53 GMT 2025","Create entity","Files","",""
"Тест обновления пользователя с пустым обязательным полем.","259","Attempt update user with empty last_name field","LMS service","Sun Aug 10 22:40:03 GMT 2025","passed","Sun Aug 10 22:40:04 GMT 2025","Validate entity","Users","",""
"Тест обновления пользователя со значением, превышающим максимальную длину поля.","18","Attempt update user with to long value in middle_name field","LMS service","Sun Aug 10 22:40:07 GMT 2025","passed","Sun Aug 10 22:40:07 GMT 2025","Validate entity","Users","",""
"
        Тест обновления курса с слишком длинным названием.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_course (CourseFixture): Фикстура с данными курса.
        ","14","Update course with too long title","LMS service","Sun Aug 10 22:39:39 GMT 2025","passed","Sun Aug 10 22:39:39 GMT 2025","Validate entity","Courses","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","16","Attempt create exercise with empty title field","LMS service","Sun Aug 10 22:39:48 GMT 2025","passed","Sun Aug 10 22:39:48 GMT 2025","Validate entity","Exercises","",""
"Тест создания пользователя со значением, превышающим максимальную длину поля.","12","Attempt create user with to long value in first_name field","LMS service","Sun Aug 10 22:40:04 GMT 2025","passed","Sun Aug 10 22:40:04 GMT 2025","Validate entity","Users","",""
"
        Тест проверяет, что при запросе файла по его идентификатору,
        в ответе сервера возвращается информация о файле.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.
            function_file (FileFixture): Объект с данными загруженного файла.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","14","Get file","LMS service","Sun Aug 10 22:39:54 GMT 2025","passed","Sun Aug 10 22:39:54 GMT 2025","Get entity","Files","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","267","Attempt to create course with empty title field","LMS service","Sun Aug 10 22:39:41 GMT 2025","passed","Sun Aug 10 22:39:41 GMT 2025","Validate entity","Courses","",""
"
        Тест получения информации о пользователе по url users/me.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","14","Get user me","LMS service","Sun Aug 10 22:39:57 GMT 2025","passed","Sun Aug 10 22:39:57 GMT 2025","Get entity","Users","",""
"Тест обновления упражнения с слишком длинным строковым полем.","17","Attempt update exercise with to long value in title field","LMS service","Sun Aug 10 22:39:46 GMT 2025","passed","Sun Aug 10 22:39:46 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","22","Attempt to create course with empty preview_file_id field","LMS service","Sun Aug 10 22:39:34 GMT 2025","passed","Sun Aug 10 22:39:34 GMT 2025","Validate entity","Courses","",""
"Тест создания пользователя с пустым обязательным полем.","13","Attempt create user with empty last_name field","LMS service","Sun Aug 10 22:40:00 GMT 2025","passed","Sun Aug 10 22:40:00 GMT 2025","Validate entity","Users","",""
"Тест обновления пользователя со значением, превышающим максимальную длину поля.","17","Attempt update user with to long value in first_name field","LMS service","Sun Aug 10 22:40:06 GMT 2025","passed","Sun Aug 10 22:40:06 GMT 2025","Validate entity","Users","",""
"Тест обновления пользователя с пустым обязательным полем.","262","Attempt update user with empty first_name field","LMS service","Sun Aug 10 22:40:02 GMT 2025","passed","Sun Aug 10 22:40:03 GMT 2025","Validate entity","Users","",""
"
        Тест получения курсов.

        Args:
            function_courses_list (CoursesListFixture): Фикстура с данными списка курсов.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","29","Get courses","LMS service","Sun Aug 10 22:39:35 GMT 2025","passed","Sun Aug 10 22:39:35 GMT 2025","Get entities","Courses","",""
"Тест создания упражнения с некорректными значениями min_score и max_score.","10","Create exercise with incorrect score","LMS service","Sun Aug 10 22:39:49 GMT 2025","skipped","Sun Aug 10 22:39:49 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","16","Attempt create exercise with empty course_id field","LMS service","Sun Aug 10 22:39:50 GMT 2025","passed","Sun Aug 10 22:39:50 GMT 2025","Validate entity","Exercises","",""
"
        Тест обновления информации о пользователе.
        ","267","Update user","LMS service","Sun Aug 10 22:40:01 GMT 2025","passed","Sun Aug 10 22:40:01 GMT 2025","Update entity","Users","",""
"
        Тест получения информации о пользователе по url users/{user_id}.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","15","Get user by id","LMS service","Sun Aug 10 22:39:58 GMT 2025","passed","Sun Aug 10 22:39:58 GMT 2025","Get entity","Users","",""
"
        Тест получения информации о пользователе с некорректным id.
        ","17","Get user with invalid id","LMS service","Sun Aug 10 22:40:00 GMT 2025","passed","Sun Aug 10 22:40:00 GMT 2025","Validate entity","Users","",""
"Тест создания упражнения с некорректными значениями min_score и max_score.","14","Create exercise with incorrect score","LMS service","Sun Aug 10 22:39:48 GMT 2025","passed","Sun Aug 10 22:39:48 GMT 2025","Validate entity","Exercises","",""
"Тест получения информации об упражнении.","291","Get exercise","LMS service","Sun Aug 10 22:39:42 GMT 2025","passed","Sun Aug 10 22:39:42 GMT 2025","Get entity","Exercises","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","16","Attempt to create course with empty description field","LMS service","Sun Aug 10 22:39:42 GMT 2025","passed","Sun Aug 10 22:39:42 GMT 2025","Validate entity","Courses","",""
"
        Тест обновления курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","30","Update course","LMS service","Sun Aug 10 22:39:39 GMT 2025","passed","Sun Aug 10 22:39:39 GMT 2025","Update entity","Courses","",""
"Тест создания упражнения.","22","Create exercise","LMS service","Sun Aug 10 22:39:41 GMT 2025","passed","Sun Aug 10 22:39:41 GMT 2025","Create entity","Exercises","",""
"Тест создания пользователя с пустым обязательным полем.","11","Attempt create user with empty middle_name field","LMS service","Sun Aug 10 22:40:00 GMT 2025","passed","Sun Aug 10 22:40:00 GMT 2025","Validate entity","Users","",""
"Тест обновления пользователя с пустым обязательным полем.","20","Attempt update user with empty email field","LMS service","Sun Aug 10 22:40:01 GMT 2025","passed","Sun Aug 10 22:40:01 GMT 2025","Validate entity","Users","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","20","Attempt to create course with empty created_by_user_id field","LMS service","Sun Aug 10 22:39:35 GMT 2025","passed","Sun Aug 10 22:39:35 GMT 2025","Validate entity","Courses","",""
"Тест обновления пользователя со значением, превышающим максимальную длину поля.","260","Attempt update user with to long value in email field","LMS service","Sun Aug 10 22:40:05 GMT 2025","passed","Sun Aug 10 22:40:06 GMT 2025","Validate entity","Users","",""
"Тест обновления пользователя с пустым обязательным полем.","19","Attempt update user with empty middle_name field","LMS service","Sun Aug 10 22:40:04 GMT 2025","passed","Sun Aug 10 22:40:04 GMT 2025","Validate entity","Users","",""
"Тест обновления упражнения с пустым обязательным полем.","16","Attempt update exercise with empty title field","LMS service","Sun Aug 10 22:39:55 GMT 2025","passed","Sun Aug 10 22:39:55 GMT 2025","Validate entity","Exercises","",""
