"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Тест обновления пользователя с пустым обязательным полем.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.
            field_name (str): Имя поля, которое будет содержать пустое значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","15","Обновление пользователя с пустым обязательным полем email","LMS service","Tue Aug 12 19:09:28 GMT 2025","passed","Tue Aug 12 19:09:28 GMT 2025","Validate entity","Users","",""
"
        Тест получения упражнения с некорректным id.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
        ","266","Получение упражнения с некорректным exercise_id","LMS service","Tue Aug 12 19:09:18 GMT 2025","passed","Tue Aug 12 19:09:18 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания пользователя со значением, превышающим максимальную длину поля.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","11","Создание пользователя с last_name превышающим максимальную длину поля","LMS service","Tue Aug 12 19:09:30 GMT 2025","passed","Tue Aug 12 19:09:30 GMT 2025","Validate entity","Users","",""
"","261","Получение курса по некорректному идентификатору","LMS service","Tue Aug 12 19:09:04 GMT 2025","passed","Tue Aug 12 19:09:04 GMT 2025","Validate entity","Courses","",""
"
        Тест получения информации о пользователе с некорректным id.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","17","Получение информации о пользователе по некорректному id","LMS service","Tue Aug 12 19:09:25 GMT 2025","passed","Tue Aug 12 19:09:25 GMT 2025","Validate entity","Users","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","19","Попытка создать курс с пустым preview_file_id полем","LMS service","Tue Aug 12 19:08:53 GMT 2025","passed","Tue Aug 12 19:08:53 GMT 2025","Validate entity","Courses","",""
"
        Тест получения информации о пользователе по url users/me.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","13","Получение информации о текущем пользователе","LMS service","Tue Aug 12 19:09:24 GMT 2025","passed","Tue Aug 12 19:09:24 GMT 2025","Get entity","Users","",""
"
        Тест удаления курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","299","Удаление курса","LMS service","Tue Aug 12 19:08:59 GMT 2025","passed","Tue Aug 12 19:09:00 GMT 2025","Delete entity","Courses","",""
"
        Тест проверки обновления токена с некорректным токеном.

        Args:
            authentication_client (AuthenticationClient): Клиент для работы с аутентификацией.

        Raises:
            AssertionError: Если статус ответа не 422 UNPROCESSABLE_ENTITY или данные ответа не соответствуют ожиданиям.
            ValidationError: Если данные ответа не соответствуют схеме ValidationErrorResponseSchema.
        ","10","Обновление токена с некорректным refresh token","LMS service","Tue Aug 12 19:08:53 GMT 2025","passed","Tue Aug 12 19:08:53 GMT 2025","Validate entity","Authentication","",""
"
        Тест создания пользователя с пустым обязательным полем.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.
            field_name (str): Имя поля, которое будет содержать пустое значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","10","Создание пользователя с пустым обязательным полем email","LMS service","Tue Aug 12 19:09:26 GMT 2025","passed","Tue Aug 12 19:09:26 GMT 2025","Validate entity","Users","",""
"
        Тест проверяет, что при удалении файла,
        он удаляется из хранилища и не может быть получен по его идентификатору.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.
            function_file (FileFixture): Объект с данными загруженного файла.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","22","Удаление файла","LMS service","Tue Aug 12 19:09:21 GMT 2025","passed","Tue Aug 12 19:09:21 GMT 2025","Delete entity","Files","",""
"
        Тест обновления упражнения с пустым обязательным полем.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            field_name (str): Имя поля, которое будет пустым в запросе.
            function_course (CourseFixture): Фикстура с данными курса.
        ","15","Обновление упражнения с пустым обязательным полем title","LMS service","Tue Aug 12 19:09:13 GMT 2025","passed","Tue Aug 12 19:09:13 GMT 2025","Validate entity","Exercises","",""
"
        Тест получения курсов.

        Args:
            function_courses_list (CoursesListFixture): Фикстура с данными списка курсов.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","28","Получение списка курсов","LMS service","Tue Aug 12 19:08:55 GMT 2025","passed","Tue Aug 12 19:08:55 GMT 2025","Get entities","Courses","",""
"
        Тест обновления пользователя с пустым обязательным полем.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.
            field_name (str): Имя поля, которое будет содержать пустое значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","16","Обновление пользователя с пустым обязательным полем first_name","LMS service","Tue Aug 12 19:09:29 GMT 2025","passed","Tue Aug 12 19:09:29 GMT 2025","Validate entity","Users","",""
"
        Тест проверяет, что при отправке запроса с пустым полем в request,
        в ответе сервера возвращается ошибка валидации.

        Args:
            field_name (str): Имя поля, которое будет пустым в запросе.
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","259","Загрузка файла с пустым полем directory в запросе","LMS service","Tue Aug 12 19:09:20 GMT 2025","passed","Tue Aug 12 19:09:20 GMT 2025","Validate entity","Files","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","543","Создание пользователя","LMS service","Tue Aug 12 19:09:22 GMT 2025","passed","Tue Aug 12 19:09:22 GMT 2025","Create entity","Users","",""
"
        Тест создания упражнения с некорректными значениями min_score и max_score.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            min_score (int): Минимальное значение для min_score.
            max_score (int): Максимальное значение для max_score.
            function_course (CourseFixture): Фикстура с данными курса.
        ","15","Создание упражнения с некорректными значениями min_score=100 - max_score=10","LMS service","Tue Aug 12 19:09:13 GMT 2025","passed","Tue Aug 12 19:09:14 GMT 2025","Validate entity","Exercises","",""
"
        Тест получения информации об упражнении.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            function_exercise (ExerciseFixture): Фикстура с данными упражнения.
        ","26","Получение упражнения","LMS service","Tue Aug 12 19:09:07 GMT 2025","passed","Tue Aug 12 19:09:07 GMT 2025","Get entity","Exercises","",""
"
        Тест обновления пользователя с пустым обязательным полем.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.
            field_name (str): Имя поля, которое будет содержать пустое значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","264","Обновление пользователя с пустым обязательным полем last_name","LMS service","Tue Aug 12 19:09:30 GMT 2025","passed","Tue Aug 12 19:09:30 GMT 2025","Validate entity","Users","",""
"
        Тест получения курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","28","Получение курса по id","LMS service","Tue Aug 12 19:08:57 GMT 2025","passed","Tue Aug 12 19:08:57 GMT 2025","Get entity","Courses","",""
"
        Тест создания пользователя со значением, превышающим максимальную длину поля.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","11","Создание пользователя с first_name превышающим максимальную длину поля","LMS service","Tue Aug 12 19:09:30 GMT 2025","passed","Tue Aug 12 19:09:30 GMT 2025","Validate entity","Users","",""
"
        Тест проверяет, что при загрузке файла на сервер,
        в ответе сервера возвращается информация о файле.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","276","Загрузка файла","LMS service","Tue Aug 12 19:09:21 GMT 2025","passed","Tue Aug 12 19:09:22 GMT 2025","Create entity","Files","",""
"","15","Удаление несуществующего курса","LMS service","Tue Aug 12 19:09:01 GMT 2025","passed","Tue Aug 12 19:09:01 GMT 2025","Validate entity","Courses","",""
"
        Тест создания пользователя с пустым обязательным полем.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.
            field_name (str): Имя поля, которое будет содержать пустое значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","243","Создание пользователя с пустым обязательным полем last_name","LMS service","Tue Aug 12 19:09:26 GMT 2025","passed","Tue Aug 12 19:09:27 GMT 2025","Validate entity","Users","",""
"
        Тест удаления упражнения.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            function_exercise (ExerciseFixture): Фикстура с данными упражнения.
        ","28","Удаление упражнения","LMS service","Tue Aug 12 19:09:09 GMT 2025","passed","Tue Aug 12 19:09:09 GMT 2025","Delete entity","Exercises","",""
"
        Тест создания пользователя со значением, превышающим максимальную длину поля.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","15","Создание пользователя с middle_name превышающим максимальную длину поля","LMS service","Tue Aug 12 19:09:30 GMT 2025","passed","Tue Aug 12 19:09:30 GMT 2025","Validate entity","Users","",""
"
        Тест создания упражнения с пустым обязательным полем.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            field_name (str): Имя поля, которое будет пустым в запросе.
            function_course (CourseFixture): Фикстура с данными курса.
        ","16","Попытка создать упражнение с пустым обязательным полем description","LMS service","Tue Aug 12 19:09:07 GMT 2025","passed","Tue Aug 12 19:09:07 GMT 2025","Validate entity","Exercises","",""
"","13","Получение несуществующего курса","LMS service","Tue Aug 12 19:09:00 GMT 2025","passed","Tue Aug 12 19:09:00 GMT 2025","Validate entity","Courses","",""
"
        Тест проверяет, что при отправке запроса с пустым полем в request,
        в ответе сервера возвращается ошибка валидации.

        Args:
            field_name (str): Имя поля, которое будет пустым в запросе.
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","264","Загрузка файла с пустым полем filename в запросе","LMS service","Tue Aug 12 19:09:19 GMT 2025","passed","Tue Aug 12 19:09:19 GMT 2025","Validate entity","Files","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","295","Создание пользователя","LMS service","Tue Aug 12 19:09:24 GMT 2025","passed","Tue Aug 12 19:09:24 GMT 2025","Create entity","Users","",""
"
        Тест создания курса с некорректным идентификатором.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет содержать
            некорректное значение в запросе.
        ","253","Попытка создать курс с некорректным preview_file_id полем","LMS service","Tue Aug 12 19:08:55 GMT 2025","passed","Tue Aug 12 19:08:55 GMT 2025","Validate entity","Courses","",""
"
        Тест обновления упражнения с пустым обязательным полем.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            field_name (str): Имя поля, которое будет пустым в запросе.
            function_course (CourseFixture): Фикстура с данными курса.
        ","16","Обновление упражнения с пустым обязательным полем description","LMS service","Tue Aug 12 19:09:14 GMT 2025","passed","Tue Aug 12 19:09:14 GMT 2025","Validate entity","Exercises","",""
"
        Тест обновления пользователя со значением, превышающим максимальную длину поля.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","16","Обновление пользователя с middle_name превышающим максимальную длину поля","LMS service","Tue Aug 12 19:09:32 GMT 2025","passed","Tue Aug 12 19:09:32 GMT 2025","Validate entity","Users","",""
"
        Тест создания курса с слишком длинным названием.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","264","Создание курса с названием превышающим максимально допустимую длину","LMS service","Tue Aug 12 19:08:57 GMT 2025","passed","Tue Aug 12 19:08:58 GMT 2025","Validate entity","Courses","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","289","Создание пользователя","LMS service","Tue Aug 12 19:09:22 GMT 2025","passed","Tue Aug 12 19:09:23 GMT 2025","Create entity","Users","",""
"
        Тест удаления упражнения с несуществующим id.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
        ","256","Удаление упражнения с несуществующим exercise_id","LMS service","Tue Aug 12 19:09:20 GMT 2025","skipped","Tue Aug 12 19:09:21 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_user (UserFixture): Фикстура с данными пользователя.
            function_file (FileFixture): Фикстура с данными файла.
        ","27","Создание курса","LMS service","Tue Aug 12 19:08:56 GMT 2025","passed","Tue Aug 12 19:08:56 GMT 2025","Create entity","Courses","",""
"
        Тест обновления упражнения с слишком длинным строковым полем.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.
            function_course (CourseFixture): Фикстура с данными курса.
        ","16","Обновление упражнения со слишком длинным значением в поле estimated_time","LMS service","Tue Aug 12 19:09:12 GMT 2025","passed","Tue Aug 12 19:09:12 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания пользователя с пустым обязательным полем.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.
            field_name (str): Имя поля, которое будет содержать пустое значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","14","Создание пользователя с пустым обязательным полем middle_name","LMS service","Tue Aug 12 19:09:27 GMT 2025","passed","Tue Aug 12 19:09:27 GMT 2025","Validate entity","Users","",""
"
        Тест обновления курса с слишком длинным названием.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_course (CourseFixture): Фикстура с данными курса.
        ","14","Обновление курса с названием превышающим максимально допустимую длину","LMS service","Tue Aug 12 19:08:59 GMT 2025","passed","Tue Aug 12 19:08:59 GMT 2025","Validate entity","Courses","",""
"
        Тест для проверки получения списка упражнений.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            function_course (CourseFixture): Фикстура с данными курса.
            function_exercises (ExercisesListFixture): Фикстура с данными упражнений.
        ","24","Получение списка упражнений","LMS service","Tue Aug 12 19:09:10 GMT 2025","passed","Tue Aug 12 19:09:10 GMT 2025","Get entities","Exercises","",""
"
        Тест создания пользователя со значением, превышающим максимальную длину поля.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","11","Создание пользователя с email превышающим максимальную длину поля","LMS service","Tue Aug 12 19:09:30 GMT 2025","passed","Tue Aug 12 19:09:30 GMT 2025","Validate entity","Users","",""
"
        Тест обновления пользователя со значением, превышающим максимальную длину поля.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.
            field_name (str): Имя поля, которое будет содержать слишком длинное значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","257","Обновление пользователя с last_name превышающим максимальную длину поля","LMS service","Tue Aug 12 19:09:32 GMT 2025","passed","Tue Aug 12 19:09:32 GMT 2025","Validate entity","Users","",""
"
        Тест получения информации о несуществующем пользователе.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.NOT_FOUND.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","254","Получение информации о пользователе по несуществующему id","LMS service","Tue Aug 12 19:09:26 GMT 2025","passed","Tue Aug 12 19:09:26 GMT 2025","Validate entity","Users","",""
"","257","Получение курсов по некорректному user_id","LMS service","Tue Aug 12 19:09:03 GMT 2025","passed","Tue Aug 12 19:09:03 GMT 2025","Validate entity","Courses","",""
"
        Тест обновления информации об упражнении.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            function_exercise (ExerciseFixture): Фикстура с данными упражнения.
        ","23","Обновление упражнения","LMS service","Tue Aug 12 19:09:08 GMT 2025","passed","Tue Aug 12 19:09:08 GMT 2025","Update entity","Exercises","",""
"
        Тест получения упражнений с некорректным course_id.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
        ","260","Получение списка упражнений по некорректному course_id","LMS service","Tue Aug 12 19:09:11 GMT 2025","passed","Tue Aug 12 19:09:11 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания пользователя с пустым обязательным полем.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.
            field_name (str): Имя поля, которое будет содержать пустое значение в запросе.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.UNPROCESSABLE_ENTITY.
            AssertionError: Если данные ответа не соответствуют ожидаемым.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","12","Создание пользователя с пустым обязательным полем first_name","LMS service","Tue Aug 12 19:09:26 GMT 2025","passed","Tue Aug 12 19:09:26 GMT 2025","Validate entity","Users","",""
"
        Тест обновления упражнения с некорректными значениями min_score и max_score.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            min_score (int): Минимальное значение для min_score.
            max_score (int): Максимальное значение для max_score.
            function_course (CourseFixture): Фикстура с данными курса.
        ","280","Обновление упражнения с некорректными значениями min_score=100 - max_score=10","LMS service","Tue Aug 12 19:09:16 GMT 2025","passed","Tue Aug 12 19:09:16 GMT 2025","Validate entity","Exercises","",""
"
        Тест обновления упражнения с некорректными значениями min_score и max_score.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            min_score (int): Минимальное значение для min_score.
            max_score (int): Максимальное значение для max_score.
            function_course (CourseFixture): Фикстура с данными курса.
        ","9","Обновление упражнения с некорректными значениями min_score=-10 - max_score=0","LMS service","Tue Aug 12 19:09:17 GMT 2025","skipped","Tue Aug 12 19:09:17 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.

        Args:
            exercises_client (ExercisesClient): Клиент для работы с упражнениями.
            field_name (str): Имя поля, которое будет пустым в запросе.
            function_course (CourseFixture): Фикстура с данными курса.
        ","13","Попытка создать упражнение с пустым обязательным полем course_id","LMS service","Tue Aug 12 19:09:08 GMT 2025","passed","Tue Aug 12 19:09:08 GMT 2025","Validate entity","Exercises","",""
