"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест создания упражнения с слишком длинным строковым полем.","15","Attempt create exercise with to long value in title field","LMS service","Fri Aug 08 13:44:48 GMT 2025","passed","Fri Aug 08 13:44:48 GMT 2025","Validate entity","Exercises","",""
"Тест обновления упражнения с пустым обязательным полем.","14","Attempt update exercise with empty estimated_time field","LMS service","Fri Aug 08 13:44:48 GMT 2025","passed","Fri Aug 08 13:44:48 GMT 2025","Validate entity","Exercises","",""
"Тест обновления информации об упражнении.","19","Update exercise","LMS service","Fri Aug 08 13:44:45 GMT 2025","passed","Fri Aug 08 13:44:45 GMT 2025","Update entity","Exercises","",""
"
        Тест получения информации о пользователе по url users/me.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","14","Get user me","LMS service","Fri Aug 08 13:44:57 GMT 2025","passed","Fri Aug 08 13:44:58 GMT 2025","Get entity","Users","",""
"Тест создания упражнения с некорректными значениями min_score и max_score.","13","Create exercise with incorrect score","LMS service","Fri Aug 08 13:44:51 GMT 2025","passed","Fri Aug 08 13:44:51 GMT 2025","Validate entity","Exercises","",""
"Тест обновления упражнения с слишком длинным строковым полем.","17","Attempt update exercise with to long value in estimated_time field","LMS service","Fri Aug 08 13:44:50 GMT 2025","passed","Fri Aug 08 13:44:50 GMT 2025","Validate entity","Exercises","",""
"
        Тест обновления курса с слишком длинным названием.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_course (CourseFixture): Фикстура с данными курса.
        ","17","Update course with too long title","LMS service","Fri Aug 08 13:44:42 GMT 2025","passed","Fri Aug 08 13:44:42 GMT 2025","Validate entity","Courses","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","287","Create user","LMS service","Fri Aug 08 13:44:56 GMT 2025","passed","Fri Aug 08 13:44:56 GMT 2025","Create entity","Users","",""
"Тест обновления упражнения с слишком длинным строковым полем.","15","Attempt update exercise with to long value in title field","LMS service","Fri Aug 08 13:44:49 GMT 2025","passed","Fri Aug 08 13:44:49 GMT 2025","Validate entity","Exercises","",""
"Тест обновления упражнения с пустым обязательным полем.","15","Attempt update exercise with empty title field","LMS service","Fri Aug 08 13:44:50 GMT 2025","passed","Fri Aug 08 13:44:50 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","264","Attempt to create course with empty title field","LMS service","Fri Aug 08 13:44:34 GMT 2025","passed","Fri Aug 08 13:44:35 GMT 2025","Validate entity","Courses","",""
"Тест создания упражнения с слишком длинным строковым полем.","12","Attempt create exercise with to long value in estimated_time field","LMS service","Fri Aug 08 13:44:49 GMT 2025","passed","Fri Aug 08 13:44:49 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","17","Attempt create exercise with empty description field","LMS service","Fri Aug 08 13:44:44 GMT 2025","passed","Fri Aug 08 13:44:44 GMT 2025","Validate entity","Exercises","",""
"Тест обновления упражнения с пустым обязательным полем.","14","Attempt update exercise with empty description field","LMS service","Fri Aug 08 13:44:47 GMT 2025","passed","Fri Aug 08 13:44:47 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","15","Attempt create exercise with empty estimated_time field","LMS service","Fri Aug 08 13:44:47 GMT 2025","passed","Fri Aug 08 13:44:47 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","263","Attempt to create course with empty created_by_user_id field","LMS service","Fri Aug 08 13:44:38 GMT 2025","passed","Fri Aug 08 13:44:38 GMT 2025","Validate entity","Courses","",""
"
        Тест проверки аутентификации пользователя.

        Args:
            function_user (UserFixture): Пользователь для аутентификации.
            authentication_client (AuthenticationClient): Клиент для работы с аутентификацией.

        Raises:
            AssertionError: Если статус ответа не 200 OK или данные ответа не соответствуют ожиданиям.
            ValidationError: Если данные ответа не соответствуют схеме LoginResponseSchema.
        ","552","Login with correct email and password","LMS service","Fri Aug 08 13:44:32 GMT 2025","passed","Fri Aug 08 13:44:33 GMT 2025","Login","Authentication","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","259","Attempt to create course with empty description field","LMS service","Fri Aug 08 13:44:35 GMT 2025","passed","Fri Aug 08 13:44:36 GMT 2025","Validate entity","Courses","",""
"
        Тест проверяет, что при запросе файла по его идентификатору,
        в ответе сервера возвращается информация о файле.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.
            function_file (FileFixture): Объект с данными загруженного файла.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","13","Get file","LMS service","Fri Aug 08 13:44:54 GMT 2025","passed","Fri Aug 08 13:44:54 GMT 2025","Get entity","Files","",""
"
        Тест создания курса с слишком длинным названием.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","18","Create course with too long title","LMS service","Fri Aug 08 13:44:41 GMT 2025","passed","Fri Aug 08 13:44:41 GMT 2025","Validate entity","Courses","",""
"Тест создания упражнения.","35","Create exercise","LMS service","Fri Aug 08 13:44:43 GMT 2025","passed","Fri Aug 08 13:44:43 GMT 2025","Create entity","Exercises","",""
"Тест обновления упражнения с некорректными значениями min_score и max_score.","14","Update exercise with incorrect score","LMS service","Fri Aug 08 13:44:53 GMT 2025","passed","Fri Aug 08 13:44:53 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","258","Attempt to create course with empty preview_file_id field","LMS service","Fri Aug 08 13:44:37 GMT 2025","passed","Fri Aug 08 13:44:37 GMT 2025","Validate entity","Courses","",""
"Тест обновления упражнения с некорректными значениями min_score и max_score.","9","Update exercise with incorrect score","LMS service","Fri Aug 08 13:44:53 GMT 2025","skipped","Fri Aug 08 13:44:53 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса с некорректным идентификатором.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет содержать
            некорректное значение в запросе.
        ","9","Attempt to create course with invalid created_by_user_id field","LMS service","Fri Aug 08 13:44:40 GMT 2025","passed","Fri Aug 08 13:44:40 GMT 2025","Validate entity","Courses","",""
"Тест удаления упражнения.","286","Delete exercise","LMS service","Fri Aug 08 13:44:39 GMT 2025","passed","Fri Aug 08 13:44:40 GMT 2025","Delete entity","Exercises","",""
"Тест для проверки получения списка упражнений.","16","Get exercises","LMS service","Fri Aug 08 13:44:41 GMT 2025","passed","Fri Aug 08 13:44:41 GMT 2025","Get entities","Exercises","",""
"Тест создания упражнения с некорректными значениями min_score и max_score.","11","Create exercise with incorrect score","LMS service","Fri Aug 08 13:44:51 GMT 2025","skipped","Fri Aug 08 13:44:51 GMT 2025","Validate entity","Exercises","",""
"
        Тест проверяет, что при отправке запроса с пустым полем в request,
        в ответе сервера возвращается ошибка валидации.

        Args:
            field_name (str): Имя поля, которое будет пустым в запросе.
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","259","Upload file with missing request field: filename","LMS service","Fri Aug 08 13:44:55 GMT 2025","passed","Fri Aug 08 13:44:55 GMT 2025","Validate entity","Files","",""
"
        Тест получения курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","29","Get course","LMS service","Fri Aug 08 13:44:36 GMT 2025","passed","Fri Aug 08 13:44:36 GMT 2025","Get entity","Courses","",""
"
        Тест создания курса.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_user (UserFixture): Фикстура с данными пользователя.
            function_file (FileFixture): Фикстура с данными файла.
        ","28","Create course","LMS service","Fri Aug 08 13:44:35 GMT 2025","passed","Fri Aug 08 13:44:35 GMT 2025","Create entity","Courses","",""
"
        Тест проверяет, что при удалении файла,
        он удаляется из хранилища и не может быть получен по его идентификатору.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.
            function_file (FileFixture): Объект с данными загруженного файла.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","19","Delete file","LMS service","Fri Aug 08 13:44:56 GMT 2025","passed","Fri Aug 08 13:44:56 GMT 2025","Delete entity","Files","",""
"
        Тест обновления курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","33","Update course","LMS service","Fri Aug 08 13:44:37 GMT 2025","passed","Fri Aug 08 13:44:37 GMT 2025","Update entity","Courses","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","13","Attempt create exercise with empty title field","LMS service","Fri Aug 08 13:44:43 GMT 2025","passed","Fri Aug 08 13:44:43 GMT 2025","Validate entity","Exercises","",""
"
        Тест удаления курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","297","Delete course","LMS service","Fri Aug 08 13:44:33 GMT 2025","passed","Fri Aug 08 13:44:34 GMT 2025","Delete entity","Courses","",""
