"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест создания пользователя со значением, превышающим максимальную длину поля.","10","Attempt create user with to long value in first_name field","LMS service","Sun Aug 10 21:21:29 GMT 2025","passed","Sun Aug 10 21:21:29 GMT 2025","Validate entity","Users","",""
"Тест создания пользователя со значением, превышающим максимальную длину поля.","278","Attempt create user with to long value in last_name field","LMS service","Sun Aug 10 21:21:29 GMT 2025","passed","Sun Aug 10 21:21:29 GMT 2025","Validate entity","Users","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","260","Attempt to create course with empty description field","LMS service","Sun Aug 10 21:21:09 GMT 2025","passed","Sun Aug 10 21:21:09 GMT 2025","Validate entity","Courses","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","19","Attempt to create course with empty created_by_user_id field","LMS service","Sun Aug 10 21:21:02 GMT 2025","passed","Sun Aug 10 21:21:02 GMT 2025","Validate entity","Courses","",""
"
        Тест получения курсов.

        Args:
            function_courses_list (CoursesListFixture): Фикстура с данными списка курсов.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","33","Get courses","LMS service","Sun Aug 10 21:21:02 GMT 2025","passed","Sun Aug 10 21:21:02 GMT 2025","Get entities","Courses","",""
"Тест создания пользователя со значением, превышающим максимальную длину поля.","259","Attempt create user with to long value in email field","LMS service","Sun Aug 10 21:21:28 GMT 2025","passed","Sun Aug 10 21:21:29 GMT 2025","Validate entity","Users","",""
"Тест обновления пользователя с пустым обязательным полем.","15","Attempt update user with empty email field","LMS service","Sun Aug 10 21:21:28 GMT 2025","passed","Sun Aug 10 21:21:28 GMT 2025","Validate entity","Users","",""
"Тест обновления упражнения с пустым обязательным полем.","283","Attempt update exercise with empty description field","LMS service","Sun Aug 10 21:21:10 GMT 2025","passed","Sun Aug 10 21:21:10 GMT 2025","Validate entity","Exercises","",""
"Тест обновления пользователя со значением, превышающим максимальную длину поля.","18","Attempt update user with to long value in first_name field","LMS service","Sun Aug 10 21:21:30 GMT 2025","passed","Sun Aug 10 21:21:30 GMT 2025","Validate entity","Users","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","549","Create user","LMS service","Sun Aug 10 21:21:21 GMT 2025","passed","Sun Aug 10 21:21:22 GMT 2025","Create entity","Users","",""
"
        Тест получения курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","27","Get course","LMS service","Sun Aug 10 21:21:04 GMT 2025","passed","Sun Aug 10 21:21:04 GMT 2025","Get entity","Courses","",""
"
        Тест проверяет, что при загрузке файла на сервер,
        в ответе сервера возвращается информация о файле.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","272","Upload file","LMS service","Sun Aug 10 21:21:19 GMT 2025","passed","Sun Aug 10 21:21:20 GMT 2025","Create entity","Files","",""
"Тест создания пользователя со значением, превышающим максимальную длину поля.","10","Attempt create user with to long value in middle_name field","LMS service","Sun Aug 10 21:21:29 GMT 2025","passed","Sun Aug 10 21:21:29 GMT 2025","Validate entity","Users","",""
"
        Тест обновления курса с слишком длинным названием.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_course (CourseFixture): Фикстура с данными курса.
        ","13","Update course with too long title","LMS service","Sun Aug 10 21:21:06 GMT 2025","passed","Sun Aug 10 21:21:06 GMT 2025","Validate entity","Courses","",""
"Тест обновления упражнения с некорректными значениями min_score и max_score.","13","Update exercise with incorrect score","LMS service","Sun Aug 10 21:21:17 GMT 2025","passed","Sun Aug 10 21:21:17 GMT 2025","Validate entity","Exercises","",""
"Тест обновления упражнения с слишком длинным строковым полем.","283","Attempt update exercise with to long value in estimated_time field","LMS service","Sun Aug 10 21:21:14 GMT 2025","passed","Sun Aug 10 21:21:14 GMT 2025","Validate entity","Exercises","",""
"Тест обновления пользователя со значением, превышающим максимальную длину поля.","257","Attempt update user with to long value in email field","LMS service","Sun Aug 10 21:21:30 GMT 2025","passed","Sun Aug 10 21:21:30 GMT 2025","Validate entity","Users","",""
"Тест удаления упражнения.","285","Delete exercise","LMS service","Sun Aug 10 21:21:11 GMT 2025","passed","Sun Aug 10 21:21:11 GMT 2025","Delete entity","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","15","Attempt create exercise with empty estimated_time field","LMS service","Sun Aug 10 21:21:18 GMT 2025","passed","Sun Aug 10 21:21:18 GMT 2025","Validate entity","Exercises","",""
"Тест создания упражнения с слишком длинным строковым полем.","15","Attempt create exercise with to long value in title field","LMS service","Sun Aug 10 21:21:19 GMT 2025","passed","Sun Aug 10 21:21:19 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса с некорректным идентификатором.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет содержать
            некорректное значение в запросе.
        ","264","Attempt to create course with invalid created_by_user_id field","LMS service","Sun Aug 10 21:21:03 GMT 2025","passed","Sun Aug 10 21:21:04 GMT 2025","Validate entity","Courses","",""
"
        Тест проверяет, что при отправке запроса с пустым полем в request,
        в ответе сервера возвращается ошибка валидации.

        Args:
            field_name (str): Имя поля, которое будет пустым в запросе.
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","267","Upload file with missing request field: filename","LMS service","Sun Aug 10 21:21:22 GMT 2025","passed","Sun Aug 10 21:21:22 GMT 2025","Validate entity","Files","",""
"Тест обновления упражнения с пустым обязательным полем.","282","Attempt update exercise with empty estimated_time field","LMS service","Sun Aug 10 21:21:11 GMT 2025","passed","Sun Aug 10 21:21:11 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","13","Attempt create exercise with empty course_id field","LMS service","Sun Aug 10 21:21:17 GMT 2025","passed","Sun Aug 10 21:21:17 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","266","Attempt to create course with empty preview_file_id field","LMS service","Sun Aug 10 21:21:00 GMT 2025","passed","Sun Aug 10 21:21:00 GMT 2025","Validate entity","Courses","",""
"Тест создания упражнения с некорректными значениями min_score и max_score.","16","Create exercise with incorrect score","LMS service","Sun Aug 10 21:21:15 GMT 2025","passed","Sun Aug 10 21:21:15 GMT 2025","Validate entity","Exercises","",""
"
        Тест проверяет, что при отправке запроса с пустым полем в request,
        в ответе сервера возвращается ошибка валидации.

        Args:
            field_name (str): Имя поля, которое будет пустым в запросе.
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","265","Upload file with missing request field: directory","LMS service","Sun Aug 10 21:21:23 GMT 2025","passed","Sun Aug 10 21:21:23 GMT 2025","Validate entity","Files","",""
"
        Тест обновления информации о пользователе.
        ","272","Update user","LMS service","Sun Aug 10 21:21:25 GMT 2025","passed","Sun Aug 10 21:21:25 GMT 2025","Update entity","Users","",""
"Тест создания упражнения.","289","Create exercise","LMS service","Sun Aug 10 21:21:07 GMT 2025","passed","Sun Aug 10 21:21:07 GMT 2025","Create entity","Exercises","",""
"
        Тест удаления курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","301","Delete course","LMS service","Sun Aug 10 21:21:07 GMT 2025","passed","Sun Aug 10 21:21:07 GMT 2025","Delete entity","Courses","",""
"Тест удаления пользователя.","17","Delete user","LMS service","Sun Aug 10 21:21:26 GMT 2025","passed","Sun Aug 10 21:21:26 GMT 2025","Delete entity","Users","",""
"Тест обновления упражнения с слишком длинным строковым полем.","17","Attempt update exercise with to long value in title field","LMS service","Sun Aug 10 21:21:12 GMT 2025","passed","Sun Aug 10 21:21:12 GMT 2025","Validate entity","Exercises","",""
"Тест обновления пользователя со значением, превышающим максимальную длину поля.","261","Attempt update user with to long value in last_name field","LMS service","Sun Aug 10 21:21:31 GMT 2025","passed","Sun Aug 10 21:21:31 GMT 2025","Validate entity","Users","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","16","Attempt create exercise with empty title field","LMS service","Sun Aug 10 21:21:14 GMT 2025","passed","Sun Aug 10 21:21:14 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","15","Attempt create exercise with empty description field","LMS service","Sun Aug 10 21:21:16 GMT 2025","passed","Sun Aug 10 21:21:16 GMT 2025","Validate entity","Exercises","",""
"Тест обновления упражнения с некорректными значениями min_score и max_score.","7","Update exercise with incorrect score","LMS service","Sun Aug 10 21:21:18 GMT 2025","skipped","Sun Aug 10 21:21:18 GMT 2025","Validate entity","Exercises","",""
"Тест обновления информации об упражнении.","288","Update exercise","LMS service","Sun Aug 10 21:21:10 GMT 2025","passed","Sun Aug 10 21:21:10 GMT 2025","Update entity","Exercises","",""
"Тест создания упражнения с некоррктным course_id.","258","Create exercise with invalid course_id","LMS service","Sun Aug 10 21:21:13 GMT 2025","passed","Sun Aug 10 21:21:13 GMT 2025","Validate entity","Exercises","",""
"Тест обновления пользователя с пустым обязательным полем.","15","Attempt update user with empty middle_name field","LMS service","Sun Aug 10 21:21:29 GMT 2025","passed","Sun Aug 10 21:21:29 GMT 2025","Validate entity","Users","",""
