"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест удаления упражнения.","285","Delete exercise","LMS service","Sat Aug 09 13:01:15 GMT 2025","passed","Sat Aug 09 13:01:16 GMT 2025","Delete entity","Exercises","",""
"
        Тест проверяет, что при отправке запроса с пустым полем в request,
        в ответе сервера возвращается ошибка валидации.

        Args:
            field_name (str): Имя поля, которое будет пустым в запросе.
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","260","Upload file with missing request field: filename","LMS service","Sat Aug 09 13:01:31 GMT 2025","passed","Sat Aug 09 13:01:31 GMT 2025","Validate entity","Files","",""
"
        Тест создания курса.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_user (UserFixture): Фикстура с данными пользователя.
            function_file (FileFixture): Фикстура с данными файла.
        ","26","Create course","LMS service","Sat Aug 09 13:01:12 GMT 2025","passed","Sat Aug 09 13:01:12 GMT 2025","Create entity","Courses","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","15","Attempt to create course with empty description field","LMS service","Sat Aug 09 13:01:12 GMT 2025","passed","Sat Aug 09 13:01:12 GMT 2025","Validate entity","Courses","",""
"Тест для проверки получения списка упражнений.","16","Get exercises","LMS service","Sat Aug 09 13:01:17 GMT 2025","passed","Sat Aug 09 13:01:17 GMT 2025","Get entities","Exercises","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","16","Attempt to create course with empty title field","LMS service","Sat Aug 09 13:01:10 GMT 2025","passed","Sat Aug 09 13:01:10 GMT 2025","Validate entity","Courses","",""
"Тест обновления упражнения с пустым обязательным полем.","14","Attempt update exercise with empty estimated_time field","LMS service","Sat Aug 09 13:01:24 GMT 2025","passed","Sat Aug 09 13:01:24 GMT 2025","Validate entity","Exercises","",""
"Тест получения информации об упражнении.","25","Get exercise","LMS service","Sat Aug 09 13:01:20 GMT 2025","passed","Sat Aug 09 13:01:20 GMT 2025","Get entity","Exercises","",""
"Тест обновления информации об упражнении.","25","Update exercise","LMS service","Sat Aug 09 13:01:22 GMT 2025","passed","Sat Aug 09 13:01:22 GMT 2025","Update entity","Exercises","",""
"
        Тест получения информации о пользователе по url users/me.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","16","Get user me","LMS service","Sat Aug 09 13:01:34 GMT 2025","passed","Sat Aug 09 13:01:34 GMT 2025","Get entity","Users","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","13","Attempt create exercise with empty title field","LMS service","Sat Aug 09 13:01:19 GMT 2025","passed","Sat Aug 09 13:01:19 GMT 2025","Validate entity","Exercises","",""
"
        Тест получения курсов.

        Args:
            function_courses_list (CoursesListFixture): Фикстура с данными списка курсов.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","34","Get courses","LMS service","Sat Aug 09 13:01:10 GMT 2025","passed","Sat Aug 09 13:01:10 GMT 2025","Get entities","Courses","",""
"Тест создания упражнения с некорректными значениями min_score и max_score.","18","Create exercise with incorrect score","LMS service","Sat Aug 09 13:01:27 GMT 2025","passed","Sat Aug 09 13:01:27 GMT 2025","Validate entity","Exercises","",""
"Тест обновления упражнения с слишком длинным строковым полем.","14","Attempt update exercise with to long value in estimated_time field","LMS service","Sat Aug 09 13:01:26 GMT 2025","passed","Sat Aug 09 13:01:26 GMT 2025","Validate entity","Exercises","",""
"
        Тест обновления курса с слишком длинным названием.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_course (CourseFixture): Фикстура с данными курса.
        ","17","Update course with too long title","LMS service","Sat Aug 09 13:01:18 GMT 2025","passed","Sat Aug 09 13:01:18 GMT 2025","Validate entity","Courses","",""
"Тест обновления упражнения с пустым обязательным полем.","15","Attempt update exercise with empty title field","LMS service","Sat Aug 09 13:01:26 GMT 2025","passed","Sat Aug 09 13:01:26 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","21","Attempt to create course with empty preview_file_id field","LMS service","Sat Aug 09 13:01:13 GMT 2025","passed","Sat Aug 09 13:01:13 GMT 2025","Validate entity","Courses","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","530","Create user","LMS service","Sat Aug 09 13:01:32 GMT 2025","passed","Sat Aug 09 13:01:33 GMT 2025","Create entity","Users","",""
"Тест создания упражнения с некоррктным course_id.","16","Create exercise with invalid course_id","LMS service","Sat Aug 09 13:01:18 GMT 2025","passed","Sat Aug 09 13:01:18 GMT 2025","Validate entity","Exercises","",""
"
        Тест проверки аутентификации пользователя.

        Args:
            function_user (UserFixture): Пользователь для аутентификации.
            authentication_client (AuthenticationClient): Клиент для работы с аутентификацией.

        Raises:
            AssertionError: Если статус ответа не 200 OK или данные ответа не соответствуют ожиданиям.
            ValidationError: Если данные ответа не соответствуют схеме LoginResponseSchema.
        ","566","Login with correct email and password","LMS service","Sat Aug 09 13:01:09 GMT 2025","passed","Sat Aug 09 13:01:09 GMT 2025","Login","Authentication","",""
"Тест обновления упражнения с слишком длинным строковым полем.","16","Attempt update exercise with to long value in title field","LMS service","Sat Aug 09 13:01:25 GMT 2025","passed","Sat Aug 09 13:01:25 GMT 2025","Validate entity","Exercises","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","538","Create user","LMS service","Sat Aug 09 13:01:32 GMT 2025","passed","Sat Aug 09 13:01:33 GMT 2025","Create entity","Users","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","14","Attempt create exercise with empty description field","LMS service","Sat Aug 09 13:01:20 GMT 2025","passed","Sat Aug 09 13:01:20 GMT 2025","Validate entity","Exercises","",""
"
        Тест проверяет, что при запросе несуществующего файла,
        в ответе сервера возвращается ошибка.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","14","Get file with incorrect file id","LMS service","Sat Aug 09 13:01:32 GMT 2025","passed","Sat Aug 09 13:01:32 GMT 2025","Validate entity","Files","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","287","Create user","LMS service","Sat Aug 09 13:01:32 GMT 2025","passed","Sat Aug 09 13:01:32 GMT 2025","Create entity","Users","",""
"
        Тест создания курса с некорректным идентификатором.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет содержать
            некорректное значение в запросе.
        ","256","Attempt to create course with invalid preview_file_id field","LMS service","Sat Aug 09 13:01:15 GMT 2025","passed","Sat Aug 09 13:01:15 GMT 2025","Validate entity","Courses","",""
"Тест создания упражнения.","18","Create exercise","LMS service","Sat Aug 09 13:01:19 GMT 2025","passed","Sat Aug 09 13:01:19 GMT 2025","Create entity","Exercises","",""
"Тест создания упражнения с слишком длинным строковым полем.","16","Attempt create exercise with to long value in estimated_time field","LMS service","Sat Aug 09 13:01:25 GMT 2025","passed","Sat Aug 09 13:01:25 GMT 2025","Validate entity","Exercises","",""
"Тест обновления упражнения с пустым обязательным полем.","14","Attempt update exercise with empty description field","LMS service","Sat Aug 09 13:01:23 GMT 2025","passed","Sat Aug 09 13:01:23 GMT 2025","Validate entity","Exercises","",""
"
        Тест получения курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","33","Get course","LMS service","Sat Aug 09 13:01:13 GMT 2025","passed","Sat Aug 09 13:01:13 GMT 2025","Get entity","Courses","",""
"Тест создания упражнения с некорректными значениями min_score и max_score.","13","Create exercise with incorrect score","LMS service","Sat Aug 09 13:01:27 GMT 2025","skipped","Sat Aug 09 13:01:27 GMT 2025","Validate entity","Exercises","",""
"Тест создания упражнения с слишком длинным строковым полем.","21","Attempt create exercise with to long value in title field","LMS service","Sat Aug 09 13:01:24 GMT 2025","passed","Sat Aug 09 13:01:24 GMT 2025","Validate entity","Exercises","",""
"
        Тест проверяет, что при загрузке файла на сервер,
        в ответе сервера возвращается информация о файле.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","28","Upload file","LMS service","Sat Aug 09 13:01:30 GMT 2025","passed","Sat Aug 09 13:01:30 GMT 2025","Create entity","Files","",""
"Тест обновления упражнения с некорректными значениями min_score и max_score.","7","Update exercise with incorrect score","LMS service","Sat Aug 09 13:01:29 GMT 2025","skipped","Sat Aug 09 13:01:29 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания курса с слишком длинным названием.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","18","Create course with too long title","LMS service","Sat Aug 09 13:01:17 GMT 2025","passed","Sat Aug 09 13:01:17 GMT 2025","Validate entity","Courses","",""
