"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","523","Create user","LMS service","Fri Aug 08 13:30:53 GMT 2025","passed","Fri Aug 08 13:30:53 GMT 2025","Create entity","Users","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","17","Attempt to create course with empty title field","LMS service","Fri Aug 08 13:30:31 GMT 2025","passed","Fri Aug 08 13:30:31 GMT 2025","Validate entity","Courses","",""
"
        Тест удаления курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","302","Delete course","LMS service","Fri Aug 08 13:30:29 GMT 2025","passed","Fri Aug 08 13:30:30 GMT 2025","Delete entity","Courses","",""
"
        Тест обновления курса с слишком длинным названием.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_course (CourseFixture): Фикстура с данными курса.
        ","23","Update course with too long title","LMS service","Fri Aug 08 13:30:38 GMT 2025","passed","Fri Aug 08 13:30:38 GMT 2025","Validate entity","Courses","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","16","Attempt to create course with empty preview_file_id field","LMS service","Fri Aug 08 13:30:33 GMT 2025","passed","Fri Aug 08 13:30:33 GMT 2025","Validate entity","Courses","",""
"
        Тест проверки аутентификации пользователя.

        Args:
            function_user (UserFixture): Пользователь для аутентификации.
            authentication_client (AuthenticationClient): Клиент для работы с аутентификацией.

        Raises:
            AssertionError: Если статус ответа не 200 OK или данные ответа не соответствуют ожиданиям.
            ValidationError: Если данные ответа не соответствуют схеме LoginResponseSchema.
        ","555","Login with correct email and password","LMS service","Fri Aug 08 13:30:29 GMT 2025","passed","Fri Aug 08 13:30:29 GMT 2025","Login","Authentication","",""
"
        Тест проверяет, что при отправке запроса с пустым полем в request,
        в ответе сервера возвращается ошибка валидации.

        Args:
            field_name (str): Имя поля, которое будет пустым в запросе.
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","263","Upload file with missing request field: filename","LMS service","Fri Aug 08 13:30:51 GMT 2025","passed","Fri Aug 08 13:30:51 GMT 2025","Validate entity","Files","",""
"Тест обновления упражнения с некорректными значениями min_score и max_score.","8","Update exercise with incorrect score","LMS service","Fri Aug 08 13:30:49 GMT 2025","skipped","Fri Aug 08 13:30:49 GMT 2025","Validate entity","Exercises","",""
"Тест получения информации об упражнении.","23","Get exercise","LMS service","Fri Aug 08 13:30:41 GMT 2025","passed","Fri Aug 08 13:30:41 GMT 2025","Get entity","Exercises","",""
"
        Тест проверяет, что при запросе несуществующего файла,
        в ответе сервера возвращается ошибка.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","15","Get file with incorrect file id","LMS service","Fri Aug 08 13:30:53 GMT 2025","passed","Fri Aug 08 13:30:53 GMT 2025","Validate entity","Files","",""
"
        Тест создания курса.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            function_user (UserFixture): Фикстура с данными пользователя.
            function_file (FileFixture): Фикстура с данными файла.
        ","32","Create course","LMS service","Fri Aug 08 13:30:32 GMT 2025","passed","Fri Aug 08 13:30:32 GMT 2025","Create entity","Courses","",""
"Тест обновления информации об упражнении.","22","Update exercise","LMS service","Fri Aug 08 13:30:42 GMT 2025","passed","Fri Aug 08 13:30:42 GMT 2025","Update entity","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","14","Attempt create exercise with empty estimated_time field","LMS service","Fri Aug 08 13:30:43 GMT 2025","passed","Fri Aug 08 13:30:43 GMT 2025","Validate entity","Exercises","",""
"Тест для проверки получения списка упражнений.","23","Get exercises","LMS service","Fri Aug 08 13:30:37 GMT 2025","passed","Fri Aug 08 13:30:37 GMT 2025","Get entities","Exercises","",""
"
        Тест получения информации о пользователе по url users/me.

        Args:
            private_users_client (PrivateUsersClient): Клиент для работы с закрытыми users эндпоинтами API.
            function_user (UserFixture): Объект с данными созданного пользователя.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","16","Get user me","LMS service","Fri Aug 08 13:30:54 GMT 2025","passed","Fri Aug 08 13:30:54 GMT 2025","Get entity","Users","",""
"
        Тест создания курса с некорректным идентификатором.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет содержать
            некорректное значение в запросе.
        ","11","Attempt to create course with invalid created_by_user_id field","LMS service","Fri Aug 08 13:30:36 GMT 2025","passed","Fri Aug 08 13:30:36 GMT 2025","Validate entity","Courses","",""
"Тест обновления упражнения с некорректными значениями min_score и max_score.","14","Update exercise with incorrect score","LMS service","Fri Aug 08 13:30:49 GMT 2025","passed","Fri Aug 08 13:30:49 GMT 2025","Validate entity","Exercises","",""
"
        Тест получения курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","32","Get course","LMS service","Fri Aug 08 13:30:33 GMT 2025","passed","Fri Aug 08 13:30:33 GMT 2025","Get entity","Courses","",""
"
        Тест проверяет, что при загрузке файла на сервер,
        в ответе сервера возвращается информация о файле.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","14","Upload file","LMS service","Fri Aug 08 13:30:50 GMT 2025","failed","Fri Aug 08 13:30:50 GMT 2025","Create entity","Files","",""
"Тест создания упражнения.","46","Create exercise","LMS service","Fri Aug 08 13:30:40 GMT 2025","passed","Fri Aug 08 13:30:40 GMT 2025","Create entity","Exercises","",""
"
        Тест проверяет, что при запросе файла по его идентификатору,
        в ответе сервера возвращается информация о файле.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.
            function_file (FileFixture): Объект с данными загруженного файла.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","14","Get file","LMS service","Fri Aug 08 13:30:50 GMT 2025","passed","Fri Aug 08 13:30:50 GMT 2025","Get entity","Files","",""
"Тест создания пользователя.

        Args:
            public_users_client (PublicUsersClient): Клиент для работы с публичными users эндпоинтами API.

        Raises:
            AssertionError: Если статус код ответа не равен HTTPStatus.OK.
            ValidationError: Если данные ответа не соответствуют схеме.
        ","550","Create user","LMS service","Fri Aug 08 13:30:53 GMT 2025","passed","Fri Aug 08 13:30:53 GMT 2025","Create entity","Users","",""
"
        Тест проверяет, что при удалении файла,
        он удаляется из хранилища и не может быть получен по его идентификатору.

        Args:
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.
            function_file (FileFixture): Объект с данными загруженного файла.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","21","Delete file","LMS service","Fri Aug 08 13:30:53 GMT 2025","passed","Fri Aug 08 13:30:53 GMT 2025","Delete entity","Files","",""
"
        Тест создания курса с пустым обязательным полем.

        Args:
            courses_client (CoursesClient): Клиент для работы с курсами.
            field_name (str): Имя поля, которое будет пустым в запросе.
        ","16","Attempt to create course with empty description field","LMS service","Fri Aug 08 13:30:32 GMT 2025","passed","Fri Aug 08 13:30:32 GMT 2025","Validate entity","Courses","",""
"
        Тест обновления курса.

        Args:
            function_course (CourseFixture): Фикстура с данными курса.
            courses_client (CoursesClient): Клиент для работы с курсами.
        ","35","Update course","LMS service","Fri Aug 08 13:30:34 GMT 2025","passed","Fri Aug 08 13:30:34 GMT 2025","Update entity","Courses","",""
"Тест создания упражнения с некорректными значениями min_score и max_score.","13","Create exercise with incorrect score","LMS service","Fri Aug 08 13:30:48 GMT 2025","skipped","Fri Aug 08 13:30:48 GMT 2025","Validate entity","Exercises","",""
"
        Тест создания упражнения с пустым обязательным полем.
        ","15","Attempt create exercise with empty description field","LMS service","Fri Aug 08 13:30:41 GMT 2025","passed","Fri Aug 08 13:30:41 GMT 2025","Validate entity","Exercises","",""
"Тест обновления упражнения с пустым обязательным полем.","14","Attempt update exercise with empty estimated_time field","LMS service","Fri Aug 08 13:30:44 GMT 2025","passed","Fri Aug 08 13:30:44 GMT 2025","Validate entity","Exercises","",""
"
        Тест проверяет, что при отправке запроса с пустым полем в request,
        в ответе сервера возвращается ошибка валидации.

        Args:
            field_name (str): Имя поля, которое будет пустым в запросе.
            files_client (FilesClient): HTTP-клиент для взаимодействия с сервером.

        Raises:
            AssertionError: Если данные в ответе не совпадают с ожидаемыми.
        ","18","Upload file with missing request field: directory","LMS service","Fri Aug 08 13:30:51 GMT 2025","passed","Fri Aug 08 13:30:51 GMT 2025","Validate entity","Files","",""
"Тест обновления упражнения с слишком длинным строковым полем.","15","Attempt update exercise with to long value in title field","LMS service","Fri Aug 08 13:30:45 GMT 2025","passed","Fri Aug 08 13:30:45 GMT 2025","Validate entity","Exercises","",""
"Тест создания упражнения с некорректными значениями min_score и max_score.","16","Create exercise with incorrect score","LMS service","Fri Aug 08 13:30:48 GMT 2025","passed","Fri Aug 08 13:30:48 GMT 2025","Validate entity","Exercises","",""
